,lat,lon,ano,mes,pr_local
113,-8.238549579800534,321.0,2003,6,32.09769774412659
114,-8.238549579800534,321.0,2003,7,27.284419597057184
115,-8.238549579800534,321.0,2003,8,31.02357300403098
116,-8.238549579800534,321.0,2003,9,21.565255455470943
117,-8.238549579800534,321.0,2003,10,7.677413138234598
118,-8.238549579800534,321.0,2003,11,21.413203358269726
119,-8.238549579800534,321.0,2003,12,14.185292808797074
120,-8.238549579800534,321.0,2004,1,349.4730336575026
121,-8.238549579800534,321.0,2004,2,224.74982168268394
122,-8.238549579800534,321.0,2004,3,122.61804579640425
123,-8.238549579800534,321.0,2004,4,43.89484459622891
124,-8.238549579800534,321.0,2004,5,79.50413350321811
125,-8.238549579800534,321.0,2004,6,43.968675797613024
126,-8.238549579800534,321.0,2004,7,43.17119930646905
127,-8.238549579800534,321.0,2004,8,29.440154110128756
128,-8.238549579800534,321.0,2004,9,12.855728965831327
129,-8.238549579800534,321.0,2004,10,5.671455536582064
130,-8.238549579800534,321.0,2004,11,12.836665849788947
131,-8.238549579800534,321.0,2004,12,50.294992666575645
132,-8.238549579800534,321.0,2005,1,84.55401198943076
133,-8.238549579800534,321.0,2005,2,45.583319710463144
134,-8.238549579800534,321.0,2005,3,243.4133740556051
135,-8.238549579800534,321.0,2005,4,69.14708206254767
136,-8.238549579800534,321.0,2005,5,65.86068443169287
137,-8.238549579800534,321.0,2005,6,62.87842426451478
138,-8.238549579800534,321.0,2005,7,26.59915350963991
139,-8.238549579800534,321.0,2005,8,22.11259429376207
140,-8.238549579800534,321.0,2005,9,12.19645132159177
141,-8.238549579800534,321.0,2005,10,5.859581627667335
142,-8.238549579800534,321.0,2005,11,4.919304452496288
143,-8.238549579800534,321.0,2005,12,58.223504581414225
144,-8.238549579800534,321.0,2006,1,26.583689764386133
145,-8.238549579800534,321.0,2006,2,136.77850124086478
146,-8.238549579800534,321.0,2006,3,268.9569832956929
147,-8.238549579800534,321.0,2006,4,202.7364308435817
148,-8.238549579800534,321.0,2006,5,63.29987472782425
149,-8.238549579800534,321.0,2006,6,41.14997628064959
150,-8.238549579800534,321.0,2006,7,35.098703149852284
151,-8.238549579800534,321.0,2006,8,18.61878269176832
152,-8.238549579800534,321.0,2006,9,13.667047843333398
153,-8.238549579800534,321.0,2006,10,21.591446286149225
154,-8.238549579800534,321.0,2006,11,7.269693014797992
155,-8.238549579800534,321.0,2006,12,29.08727168720108
156,-8.238549579800534,321.0,2007,1,58.89173689167268
157,-8.238549579800534,321.0,2007,2,233.10083686910582
158,-8.238549579800534,321.0,2007,3,117.27565299558802
159,-8.238549579800534,321.0,2007,4,78.12915631149042
160,-8.238549579800534,321.0,2007,5,65.4316350525285
161,-8.238549579800534,321.0,2007,6,31.786455420636965
162,-8.238549579800534,321.0,2007,7,25.400063675957252
163,-8.238549579800534,321.0,2007,8,18.319415413568354
164,-8.238549579800534,321.0,2007,9,15.466887038507288
165,-8.238549579800534,321.0,2007,10,8.150435523786859
166,-8.238549579800534,321.0,2007,11,8.41851110799565
167,-8.238549579800534,321.0,2007,12,24.27676638571164
168,-8.238549579800534,321.0,2008,1,95.84547758539493
169,-8.238549579800534,321.0,2008,2,158.05157003245083
170,-8.238549579800534,321.0,2008,3,339.8930832655723
171,-8.238549579800534,321.0,2008,4,248.03133781216653
172,-8.238549579800534,321.0,2008,5,112.73150208787743
173,-8.238549579800534,321.0,2008,6,37.12638319829457
174,-8.238549579800534,321.0,2008,7,43.55847583046535
175,-8.238549579800534,321.0,2008,8,33.028766138786885
176,-8.238549579800534,321.0,2008,9,14.10793180170613
177,-8.238549579800534,321.0,2008,10,5.7082195927148565
178,-8.238549579800534,321.0,2008,11,5.68838574623713
179,-8.238549579800534,321.0,2008,12,14.775402725138948
180,-8.238549579800534,321.0,2009,1,149.7552783516332
181,-8.238549579800534,321.0,2009,2,134.66294416383644
182,-8.238549579800534,321.0,2009,3,126.43588585668766
183,-8.238549579800534,321.0,2009,4,258.69107948813854
184,-8.238549579800534,321.0,2009,5,253.6015329581588
185,-8.238549579800534,321.0,2009,6,43.69324572402155
186,-8.238549579800534,321.0,2009,7,42.07718841178594
187,-8.238549579800534,321.0,2009,8,28.47883874247167
188,-8.238549579800534,321.0,2009,9,15.392304131613896
189,-8.238549579800534,321.0,2009,10,16.929905796941277
190,-8.238549579800534,321.0,2009,11,14.451835189910675
191,-8.238549579800534,321.0,2009,12,43.41717808678968
192,-8.238549579800534,321.0,2010,1,142.23829818384365
193,-8.238549579800534,321.0,2010,2,53.349037691944986
194,-8.238549579800534,321.0,2010,3,59.602556217991776
195,-8.238549579800534,321.0,2010,4,138.94885578115355
196,-8.238549579800534,321.0,2010,5,42.58938092508038
197,-8.238549579800534,321.0,2010,6,57.47097291119665
198,-8.238549579800534,321.0,2010,7,33.679997596118106
199,-8.238549579800534,321.0,2010,8,22.11176726441252
200,-8.238549579800534,321.0,2010,9,14.596938129516957
201,-8.238549579800534,321.0,2010,10,72.9624840789478
202,-8.238549579800534,321.0,2010,11,6.5760822735239275
203,-8.238549579800534,321.0,2010,12,130.71095656667507
204,-8.238549579800534,321.0,2011,1,151.71080725261564
205,-8.238549579800534,321.0,2011,2,199.61672377890991
206,-8.238549579800534,321.0,2011,3,102.87775761870067
207,-8.238549579800534,321.0,2011,4,137.75827653394515
208,-8.238549579800534,321.0,2011,5,103.56483615082742
209,-8.238549579800534,321.0,2011,6,35.933886822651324
210,-8.238549579800534,321.0,2011,7,40.92641138038987
211,-8.238549579800534,321.0,2011,8,29.802942254015612
212,-8.238549579800534,321.0,2011,9,14.953404037474803
213,-8.238549579800534,321.0,2011,10,62.56396523356668
214,-8.238549579800534,321.0,2011,11,34.99860665038973
215,-8.238549579800534,321.0,2011,12,23.737263687654732
216,-8.238549579800534,321.0,2012,1,50.676824588486014
217,-8.238549579800534,321.0,2012,2,111.75974601256952
218,-8.238549579800534,321.0,2012,3,97.31484331621486
219,-8.238549579800534,321.0,2012,4,41.61852395312822
220,-8.238549579800534,321.0,2012,5,40.60318987043383
221,-8.238549579800534,321.0,2012,6,47.04998453379464
222,-8.238549579800534,321.0,2012,7,28.844629768753492
223,-8.238549579800534,321.0,2012,8,19.26914335479708
224,-8.238549579800534,321.0,2012,9,14.57327070414147
225,-8.238549579800534,321.0,2012,10,5.710948316122902
226,-8.238549579800534,321.0,2012,11,10.620883825761535
227,-8.238549579800534,321.0,2012,12,17.400004819530814
228,-8.238549579800534,321.0,2013,1,48.534680025491745
229,-8.238549579800534,321.0,2013,2,76.57426767331097
230,-8.238549579800534,321.0,2013,3,215.24132221782048
231,-8.238549579800534,321.0,2013,4,182.65465455074457
232,-8.238549579800534,321.0,2013,5,61.92012046490976
233,-8.238549579800534,321.0,2013,6,72.78229590896372
234,-8.238549579800534,321.0,2013,7,39.965770011395364
235,-8.238549579800534,321.0,2013,8,19.274143354797083
236,-8.238549579800534,321.0,2013,9,14.733289406614226
237,-8.238549579800534,321.0,2013,10,8.416097845119666
238,-8.238549579800534,321.0,2013,11,10.704651065389841
239,-8.238549579800534,321.0,2013,12,113.66400930023839
240,-8.238549579800534,321.0,2014,1,44.60991763689974
241,-8.238549579800534,321.0,2014,2,77.50612896842996
242,-8.238549579800534,321.0,2014,3,211.3469421935645
243,-8.238549579800534,321.0,2014,4,106.68320806104074
244,-8.238549579800534,321.0,2014,5,82.2866393574501
245,-8.238549579800534,321.0,2014,6,35.930231950246615
246,-8.238549579800534,321.0,2014,7,55.43889276656875
247,-8.238549579800534,321.0,2014,8,20.102963315214442
248,-8.238549579800534,321.0,2014,9,16.2305721305308
249,-8.238549579800534,321.0,2014,10,13.822406787178506
250,-8.238549579800534,321.0,2014,11,42.68679310758789
251,-8.238549579800534,321.0,2014,12,30.465122301402424
252,-8.238549579800534,321.0,2015,1,35.65522749349691
253,-8.238549579800534,321.0,2015,2,68.18335603728715
254,-8.238549579800534,321.0,2015,3,232.10583577864156
255,-8.238549579800534,321.0,2015,4,99.01378368403888
256,-8.238549579800534,321.0,2015,5,62.926489421686036
257,-8.238549579800534,321.0,2015,6,51.87436808322346
258,-8.238549579800534,321.0,2015,7,70.59636846368355
259,-8.238549579800534,321.0,2015,8,19.363463400436554
260,-8.238549579800534,321.0,2015,9,14.575499094636061
261,-8.238549579800534,321.0,2015,10,5.299704732185677
262,-8.238549579800534,321.0,2015,11,4.357413538090729
263,-8.238549579800534,321.0,2015,12,35.00497941555348
264,-8.238549579800534,321.0,2016,1,129.028087383066
265,-8.238549579800534,321.0,2016,2,76.24426469998282
266,-8.238549579800534,321.0,2016,3,152.82742436199044
267,-8.238549579800534,321.0,2016,4,49.08797989244053
268,-8.238549579800534,321.0,2016,5,49.289310087101406
269,-8.238549579800534,321.0,2016,6,28.26304712533623
270,-8.238549579800534,321.0,2016,7,21.547297250602846
271,-8.238549579800534,321.0,2016,8,17.79925816678454
272,-8.238549579800534,321.0,2016,9,13.165685104910647
273,-8.238549579800534,321.0,2016,10,4.988333688830426
274,-8.238549579800534,321.0,2016,11,4.174128963618938
275,-8.238549579800534,321.0,2016,12,22.616145887368123
276,-8.238549579800534,321.0,2017,1,72.16655702634334
277,-8.238549579800534,321.0,2017,2,110.52136352533671
278,-8.238549579800534,321.0,2017,3,175.01727735715028
279,-8.238549579800534,321.0,2017,4,190.21116661059023
280,-8.238549579800534,321.0,2017,5,46.19552229701264
281,-8.238549579800534,321.0,2017,6,67.61485278415186
282,-8.238549579800534,321.0,2017,7,32.282601722911586
283,-8.238549579800534,321.0,2017,8,17.02051318006964
284,-8.238549579800534,321.0,2017,9,15.28914271771778
285,-8.238549579800534,321.0,2017,10,5.838630881631973
286,-8.238549579800534,321.0,2017,11,8.906399055262137
287,-8.238549579800534,321.0,2017,12,18.047802605800072
288,-8.238549579800534,321.0,2018,1,91.93494330988267
289,-8.238549579800534,321.0,2018,2,200.3823187472783
290,-8.238549579800534,321.0,2018,3,105.84634362583523
291,-8.238549579800534,321.0,2018,4,244.27762334809822
292,-8.238549579800534,321.0,2018,5,55.607578020628054
293,-8.238549579800534,321.0,2018,6,24.062450578630965
294,-8.238549579800534,321.0,2018,7,21.38167158210003
295,-8.238549579800534,321.0,2018,8,16.523673482119822
296,-8.238549579800534,321.0,2018,9,18.707712768852343
297,-8.238549579800534,321.0,2018,10,7.74284107305471
298,-8.238549579800534,321.0,2018,11,34.212823533907
299,-8.238549579800534,321.0,2018,12,106.07029987349786
300,-8.238549579800534,321.0,2019,1,59.21432695671654
301,-8.238549579800534,321.0,2019,2,115.7797720498122
302,-8.238549579800534,321.0,2019,3,211.70274470772685
303,-8.238549579800534,321.0,2019,4,124.13518453549833
304,-8.238549579800534,321.0,2019,5,99.19331392739561
305,-8.238549579800534,321.0,2019,6,44.83804083450543
306,-8.238549579800534,321.0,2019,7,23.38157887867601
307,-8.238549579800534,321.0,2019,8,18.635872120303976
308,-8.238549579800534,321.0,2019,9,18.49944399512427
309,-8.238549579800534,321.0,2019,10,9.992797847877148
310,-8.238549579800534,321.0,2019,11,44.8690521671309
311,-8.238549579800534,321.0,2019,12,19.163813880656107
312,-8.238549579800534,321.0,2020,1,99.80281893663218
313,-8.238549579800534,321.0,2020,2,184.78271330421398
314,-8.238549579800534,321.0,2020,3,338.97912991851774
315,-8.238549579800534,321.0,2020,4,189.00154390357574
316,-8.238549579800534,321.0,2020,5,79.64373069481873
317,-8.238549579800534,321.0,2020,6,41.46640342219558
318,-8.238549579800534,321.0,2020,7,22.49561884185619
319,-8.238549579800534,321.0,2020,8,18.080414234510087
320,-8.238549579800534,321.0,2020,9,17.22434551775411
321,-8.238549579800534,321.0,2020,10,6.76647409008844
322,-8.238549579800534,321.0,2020,11,67.14067105204279
323,-8.238549579800534,321.0,2020,12,35.24154295234196
324,-8.238549579800534,321.0,2021,1,40.66298074790879
325,-8.238549579800534,321.0,2021,2,180.38108429608903
326,-8.238549579800534,321.0,2021,3,188.71368192813264
327,-8.238549579800534,321.0,2021,4,149.33896186218965
328,-8.238549579800534,321.0,2021,5,44.841374050545156
329,-8.238549579800534,321.0,2021,6,24.367267802894254
330,-8.238549579800534,321.0,2021,7,42.38149723551481
331,-8.238549579800534,321.0,2021,8,19.225801449946776
332,-8.238549579800534,321.0,2021,9,17.48109556964545
333,-8.238549579800534,321.0,2021,10,41.88386543196491
334,-8.238549579800534,321.0,2021,11,29.209545458882697
335,-8.238549579800534,321.0,2021,12,90.16537592491595
336,-8.238549579800534,321.0,2022,1,154.659287655227
337,-8.238549579800534,321.0,2022,2,66.3402413836294
338,-8.238549579800534,321.0,2022,3,244.61003850607693
339,-8.238549579800534,321.0,2022,4,133.116685793033
340,-8.238549579800534,321.0,2022,5,66.90033557007365
341,-8.238549579800534,321.0,2022,6,71.49429029131568
342,-8.238549579800534,321.0,2022,7,44.45215080253861
343,-8.238549579800534,321.0,2022,8,35.45654776520939
344,-8.238549579800534,321.0,2022,9,14.446935729456948
345,-8.238549579800534,321.0,2022,10,15.915375151414775
346,-8.238549579800534,321.0,2022,11,108.50277452347014
347,-8.238549579800534,321.0,2022,12,55.42350079531998
348,-8.238549579800534,321.0,2023,1,103.21517663647661
349,-8.238549579800534,321.0,2023,2,88.43806945437998
350,-8.238549579800534,321.0,2023,3,266.64457411624375
351,-8.238549579800534,321.0,2023,4,132.93121077999638
352,-8.238549579800534,321.0,2023,5,83.18434024671755
353,-8.238549579800534,321.0,2023,6,38.36876703125197
354,-8.238549579800534,321.0,2023,7,49.21720891955245
355,-8.238549579800534,321.0,2023,8,38.66130116939497
356,-8.238549579800534,321.0,2023,9,16.77346445579678
357,-8.238549579800534,321.0,2023,10,3.9032700468110693
358,-8.238549579800534,321.0,2023,11,22.005779972881374
359,-8.238549579800534,321.0,2023,12,48.123420320003476
360,-8.238549579800534,321.5,1994,1,230.0296451315806
361,-8.238549579800534,321.5,1994,2,169.55322033579515
362,-8.238549579800534,321.5,1994,3,149.29708617383363
363,-8.238549579800534,321.5,1994,4,174.36851846890056
364,-8.238549579800534,321.5,1994,5,115.9367757571711
365,-8.238549579800534,321.5,1994,6,94.1746444191327
366,-8.238549579800534,321.5,1994,7,29.937912368371
367,-8.238549579800534,321.5,1994,8,19.934142949850493
368,-8.238549579800534,321.5,1994,9,15.383622996544448
369,-8.238549579800534,321.5,1994,10,10.186302471865996
370,-8.238549579800534,321.5,1994,11,3.875537886664128
371,-8.238549579800534,321.5,1994,12,66.08287981392347
372,-8.238549579800534,321.5,1995,1,66.18760382748599
373,-8.238549579800534,321.5,1995,2,127.70162836068617
374,-8.238549579800534,321.5,1995,3,232.48351644465737
375,-8.238549579800534,321.5,1995,4,193.00216211022894
376,-8.238549579800534,321.5,1995,5,121.00166338364865
377,-8.238549579800534,321.5,1995,6,40.682868827883524
378,-8.238549579800534,321.5,1995,7,44.80645089260023
379,-8.238549579800534,321.5,1995,8,17.108436977195343
380,-8.238549579800534,321.5,1995,9,8.34876722027593
381,-8.238549579800534,321.5,1995,10,6.389751870988983
382,-8.238549579800534,321.5,1995,11,75.80504251019569
383,-8.238549579800534,321.5,1995,12,14.793711616322907
384,-8.238549579800534,321.5,1996,1,110.54305339920204
385,-8.238549579800534,321.5,1996,2,123.04067826113318
386,-8.238549579800534,321.5,1996,3,199.66223173441347
387,-8.238549579800534,321.5,1996,4,134.0055547847304
388,-8.238549579800534,321.5,1996,5,77.02658316560532
389,-8.238549579800534,321.5,1996,6,36.45033738566996
390,-8.238549579800534,321.5,1996,7,27.900442304099407
391,-8.238549579800534,321.5,1996,8,22.97052531432431
392,-8.238549579800534,321.5,1996,9,11.012378187796692
393,-8.238549579800534,321.5,1996,10,6.800326133884835
394,-8.238549579800534,321.5,1996,11,42.07133931598926
395,-8.238549579800534,321.5,1996,12,36.541015947978345
396,-8.238549579800534,321.5,1997,1,126.23482046322792
397,-8.238549579800534,321.5,1997,2,60.474958312426715
398,-8.238549579800534,321.5,1997,3,190.46905244881472
399,-8.238549579800534,321.5,1997,4,124.44643492785487
400,-8.238549579800534,321.5,1997,5,90.8408993922883
401,-8.238549579800534,321.5,1997,6,42.19205535104366
402,-8.238549579800534,321.5,1997,7,48.2922119619127
403,-8.238549579800534,321.5,1997,8,21.099745662495767
404,-8.238549579800534,321.5,1997,9,9.16900170617257
405,-8.238549579800534,321.5,1997,10,24.324258678952994
406,-8.238549579800534,321.5,1997,11,59.11040390079461
407,-8.238549579800534,321.5,1997,12,47.14716241144972
408,-8.238549579800534,321.5,1998,1,85.22116441083895
409,-8.238549579800534,321.5,1998,2,30.461714255053167
410,-8.238549579800534,321.5,1998,3,107.85146354122946
411,-8.238549579800534,321.5,1998,4,69.37690267536736
412,-8.238549579800534,321.5,1998,5,22.787840083919164
413,-8.238549579800534,321.5,1998,6,27.212125236813808
414,-8.238549579800534,321.5,1998,7,27.358412385338294
415,-8.238549579800534,321.5,1998,8,19.211917928250895
416,-8.238549579800534,321.5,1998,9,9.922630109966754
417,-8.238549579800534,321.5,1998,10,5.369461615227177
418,-8.238549579800534,321.5,1998,11,5.35670019792213
419,-8.238549579800534,321.5,1998,12,17.99592267734852
420,-8.238549579800534,321.5,1999,1,97.05425959043454
421,-8.238549579800534,321.5,1999,2,97.78610093520055
422,-8.238549579800534,321.5,1999,3,226.73482235541437
423,-8.238549579800534,321.5,1999,4,39.38281109951108
424,-8.238549579800534,321.5,1999,5,86.64542487513185
425,-8.238549579800534,321.5,1999,6,27.14469534527669
426,-8.238549579800534,321.5,1999,7,32.78927906767049
427,-8.238549579800534,321.5,1999,8,19.929208762810326
428,-8.238549579800534,321.5,1999,9,11.182389598405148
429,-8.238549579800534,321.5,1999,10,23.442148823531014
430,-8.238549579800534,321.5,1999,11,46.885200709331656
431,-8.238549579800534,321.5,1999,12,94.78016595878347
432,-8.238549579800534,321.5,2000,1,111.09670323783031
433,-8.238549579800534,321.5,2000,2,157.91715425177347
434,-8.238549579800534,321.5,2000,3,123.29233248815866
435,-8.238549579800534,321.5,2000,4,223.6059728115359
436,-8.238549579800534,321.5,2000,5,43.2695009383328
437,-8.238549579800534,321.5,2000,6,37.462815265619554
438,-8.238549579800534,321.5,2000,7,33.322947787605315
439,-8.238549579800534,321.5,2000,8,30.767141014447297
440,-8.238549579800534,321.5,2000,9,33.93328687322125
441,-8.238549579800534,321.5,2000,10,15.834976842661444
442,-8.238549579800534,321.5,2000,11,5.881021329034053
443,-8.238549579800534,321.5,2000,12,93.71634684630422
444,-8.238549579800534,321.5,2001,1,30.67541273369955
445,-8.238549579800534,321.5,2001,2,88.55646335586135
446,-8.238549579800534,321.5,2001,3,216.46304108412576
447,-8.238549579800534,321.5,2001,4,43.96471148839815
448,-8.238549579800534,321.5,2001,5,49.60488265434859
449,-8.238549579800534,321.5,2001,6,45.618850608621244
450,-8.238549579800534,321.5,2001,7,37.76617847432105
451,-8.238549579800534,321.5,2001,8,22.25711687643905
452,-8.238549579800534,321.5,2001,9,13.488731869737796
453,-8.238549579800534,321.5,2001,10,39.64590515169531
454,-8.238549579800534,321.5,2001,11,11.45837886164423
455,-8.238549579800534,321.5,2001,12,74.66179818969968
456,-8.238549579800534,321.5,2002,1,239.4219981895411
457,-8.238549579800534,321.5,2002,2,89.53529463313916
458,-8.238549579800534,321.5,2002,3,171.30495782521177
459,-8.238549579800534,321.5,2002,4,69.45487557290652
460,-8.238549579800534,321.5,2002,5,82.1155776632665
461,-8.238549579800534,321.5,2002,6,33.04690016396752
462,-8.238549579800534,321.5,2002,7,47.51819392585684
463,-8.238549579800534,321.5,2002,8,24.297896819872047
464,-8.238549579800534,321.5,2002,9,13.520658007556417
465,-8.238549579800534,321.5,2002,10,7.9978724976504365
466,-8.238549579800534,321.5,2002,11,11.286517855928327
467,-8.238549579800534,321.5,2002,12,57.92955465153267
468,-8.238549579800534,321.5,2003,1,165.42995101209817
469,-8.238549579800534,321.5,2003,2,119.60638150418863
470,-8.238549579800534,321.5,2003,3,195.95308939910737
471,-8.238549579800534,321.5,2003,4,82.27785064236097
472,-8.238549579800534,321.5,2003,5,36.82627135623827
473,-8.238549579800534,321.5,2003,6,32.09769774412659
474,-8.238549579800534,321.5,2003,7,28.84837609996117
475,-8.238549579800534,321.5,2003,8,33.83971685548806
476,-8.238549579800534,321.5,2003,9,21.66415894375091
477,-8.238549579800534,321.5,2003,10,7.677413138234598
478,-8.238549579800534,321.5,2003,11,21.53187455392554
479,-8.238549579800534,321.5,2003,12,15.56277241844605
480,-8.238549579800534,321.5,2004,1,359.58477869070055
481,-8.238549579800534,321.5,2004,2,217.51413034300384
482,-8.238549579800534,321.5,2004,3,118.03219176832076
483,-8.238549579800534,321.5,2004,4,48.653335900426164
484,-8.238549579800534,321.5,2004,5,80.48120052028216
485,-8.238549579800534,321.5,2004,6,39.81943525619623
486,-8.238549579800534,321.5,2004,7,48.31325940685669
487,-8.238549579800534,321.5,2004,8,31.463580190441874
488,-8.238549579800534,321.5,2004,9,12.913728965831327
489,-8.238549579800534,321.5,2004,10,5.671455536582064
490,-8.238549579800534,321.5,2004,11,12.681031906336143
491,-8.238549579800534,321.5,2004,12,49.069195902063065
492,-8.238549579800534,321.5,2005,1,85.38458571830228
493,-8.238549579800534,321.5,2005,2,56.02787480260381
494,-8.238549579800534,321.5,2005,3,225.34275953606536
495,-8.238549579800534,321.5,2005,4,68.19163813468919
496,-8.238549579800534,321.5,2005,5,69.46400752889143
