,lat,lon,ano,mes,pr
1786,-8.238549579800534,321.5,2035,11,1.52721043505e-06
1787,-8.238549579800534,321.5,2035,12,0.00060658644465
1788,-8.238549579800534,321.5,2036,1,0.00100645402665588
1789,-8.238549579800534,321.5,2036,2,0.00202263451583
1790,-8.238549579800534,321.5,2036,3,0.0030407791164
1791,-8.238549579800534,321.5,2036,4,0.003462466208
1792,-8.238549579800534,321.5,2036,5,0.00137649625045
1793,-8.238549579800534,321.5,2036,6,0.00025379787136
1794,-8.238549579800534,321.5,2036,7,0.00021188863671
1795,-8.238549579800534,321.5,2036,8,5.459998818338e-05
1796,-8.238549579800534,321.5,2036,9,4.6559843612699994e-05
1797,-8.238549579800534,321.5,2036,10,5.01622966927604e-05
1798,-8.238549579800534,321.5,2036,11,0.0013245566978004
1799,-8.238549579800534,321.5,2036,12,0.0017351894777496999
1800,-8.238549579800534,321.5,2037,1,0.0021812976423305
1801,-8.238549579800534,321.5,2037,2,0.0021846509937899
1802,-8.238549579800534,321.5,2037,3,0.0054103402539
1803,-8.238549579800534,321.5,2037,4,0.0020426801219000004
1804,-8.238549579800534,321.5,2037,5,0.0009860729713999999
1805,-8.238549579800534,321.5,2037,6,0.000270268198998
1806,-8.238549579800534,321.5,2037,7,6.097732862924e-05
1807,-8.238549579800534,321.5,2037,8,1.4226625877947499e-05
1808,-8.238549579800534,321.5,2037,9,9.516402677323999e-06
1809,-8.238549579800534,321.5,2037,10,5.999400654600001e-06
1810,-8.238549579800534,321.5,2037,11,1.42344568479e-05
1811,-8.238549579800534,321.5,2037,12,0.0024881800201987
1812,-8.238549579800534,321.5,2038,1,0.000603610959910804
1813,-8.238549579800534,321.5,2038,2,0.0012147894609999999
1814,-8.238549579800534,321.5,2038,3,0.0032471817312
